fpr,tpr
0.0,0.0
0.0,0.00012523481527864746
0.0,0.005886036318096431
3.5236081747709655e-05,0.005886036318096431
3.5236081747709655e-05,0.011772072636192862
3.5236081747709655e-05,0.012022542266750157
3.5236081747709655e-05,0.022542266750156543
7.047216349541931e-05,0.02266750156543519
7.047216349541931e-05,0.03143393863494051
7.047216349541931e-05,0.03168440826549781
7.047216349541931e-05,0.03731997495303695
0.00010570824524312896,0.03731997495303695
0.00010570824524312896,0.03807138384470883
0.00014094432699083862,0.03807138384470883
0.00014094432699083862,0.04333124608641202
0.00017618040873854828,0.04333124608641202
0.00017618040873854828,0.04558547276142768
0.00017618040873854828,0.04583594239198497
0.00017618040873854828,0.04596117720726362
0.00021141649048625792,0.04596117720726362
0.00021141649048625792,0.04746399499060739
0.0002466525722339676,0.04746399499060739
0.0002466525722339676,0.05247338760175329
0.00028188865398167724,0.05247338760175329
0.00028188865398167724,0.052598622417031934
0.0003171247357293869,0.052598622417031934
0.0003171247357293869,0.06524733876017533
0.00035236081747709656,0.06524733876017533
0.00035236081747709656,0.06775203506574828
0.0003875968992248062,0.06775203506574828
0.0003875968992248062,0.06812773951158423
0.00042283298097251583,0.06812773951158423
0.00042283298097251583,0.06988102692548528
0.0004580690627202255,0.06988102692548528
0.0004580690627202255,0.07489041953663118
0.0004933051444679352,0.07489041953663118
0.0004933051444679352,0.07551659361302442
0.0005285412262156448,0.07551659361302442
0.0005285412262156448,0.07614276768941766
0.0005637773079633545,0.07614276768941766
0.0005637773079633545,0.07827175954915466
0.0005990133897110641,0.07827175954915466
0.0005990133897110641,0.08303068252974327
0.0006342494714587737,0.08303068252974327
0.0006342494714587737,0.08465873512836569
0.0006694855532064835,0.08465873512836569
0.0006694855532064835,0.08641202254226675
0.0007047216349541931,0.08641202254226675
0.0007047216349541931,0.08728866624921729
0.0007399577167019028,0.08728866624921729
0.0007399577167019028,0.08804007514088917
0.0007751937984496124,0.08804007514088917
0.0007751937984496124,0.0886662492172824
0.000810429880197322,0.0886662492172824
0.000810429880197322,0.08954289292423294
0.0008456659619450317,0.08954289292423294
0.0008456659619450317,0.09041953663118348
0.0008809020436927414,0.09041953663118348
0.0008809020436927414,0.09242329367564182
0.000916138125440451,0.09242329367564182
0.000916138125440451,0.09329993738259236
0.0009513742071881607,0.09329993738259236
0.0009513742071881607,0.09743268628678772
0.0009866102889358704,0.09743268628678772
0.0009866102889358704,0.09755792110206638
0.00102184637068358,0.09755792110206638
0.00102184637068358,0.10031308703819662
0.0010570824524312897,0.10031308703819662
0.0010570824524312897,0.10043832185347526
0.0010923185341789993,0.10043832185347526
0.0010923185341789993,0.10144020037570445
0.001127554615926709,0.10144020037570445
0.001127554615926709,0.1031934877896055
0.0011627906976744186,0.1031934877896055
0.0011627906976744186,0.10444583594239198
0.0011980267794221282,0.10444583594239198
0.0011980267794221282,0.10482154038822793
0.0012332628611698379,0.10482154038822793
0.0012332628611698379,0.1060738885410144
0.0012684989429175475,0.1060738885410144
0.0012684989429175475,0.10857858484658735
0.0013037350246652571,0.10857858484658735
0.0013037350246652571,0.11008140262993112
0.001338971106412967,0.11008140262993112
0.001338971106412967,0.11095804633688165
0.0013742071881606766,0.11095804633688165
0.0013742071881606766,0.1137132122730119
0.0014094432699083862,0.1137132122730119
0.0014094432699083862,0.1160926737633062
0.0014446793516560959,0.1160926737633062
0.0014446793516560959,0.11646837820914215
0.0015151515151515152,0.11646837820914215
